,NAME,STATE_NAME,FIPS,geometry,Date,Series_Complete_Pop_Pct,Series_Complete_Yes,POPESTIMATE2019,Minority_Pct
28759,Mineral,Montana,30061,"POLYGON ((-114.6738872233885 46.73472166117857, -114.6984312520159 46.73376017820667, -114.7481054719769 46.69513239259445, -114.78291949601 46.70304007199793, -114.7778321839254 46.7557169576926, -114.7940300119555 46.76653167257297, -114.8407919124276 46.77553811565285, -114.8666032232717 46.79704554690073, -114.9023249576838 46.79943350590248, -114.9484088468877 46.85244680702925, -114.940566544182 46.89088794268739, -114.9241252371665 46.90716544533014, -114.9647302275519 46.92521293658824, -115.0015742446743 46.95880935847849, -115.0373345730957 46.96300128954547, -115.0556383907409 46.97335810852128, -115.0813360435225 47.02652438697649, -115.1355070613225 47.06355049529748, -115.1486838331849 47.0917419945374, -115.1724960779513 47.09757077783838, -115.1930735748873 47.12402642732494, -115.2962346366995 47.17955015220268, -115.3252278552537 47.2451499181625, -115.3436610793894 47.25502252478172, -115.4082077728356 47.26359371032227, -115.4266410487754 47.27437418273257, -115.5019301386629 47.28164441343081, -115.5230640627864 47.29198258295243, -115.5555206922011 47.33461326669173, -115.5995358906983 47.37000335164336, -115.6387823201494 47.38004385515438, -115.6664777957118 47.39916752352769, -115.7503266224471 47.42247581859842, -115.7501055746109 47.43396605815302, -115.7324815295711 47.44530378661551, -115.6560871486982 47.44917986845407, -115.6431857153054 47.45779379232715, -115.6401418135563 47.47523517632387, -115.6239825277316 47.47921414098474, -115.6088758481841 47.46526719846806, -115.572727144879 47.46490109932137, -115.5403628302626 47.47467859372419, -115.5117752891412 47.4946112339773, -115.4716279874443 47.46382207298399, -115.3909069850019 47.47854053305997, -115.3368663579691 47.47008362723041, -115.2843824423213 47.47910239967167, -115.2489810122851 47.47544057934023, -115.2232840329561 47.45993728806682, -115.1819920692038 47.45157932795257, -115.1239755857525 47.41999683989937, -115.027978867182 47.40762608708651, -114.9930882249745 47.38873144437154, -114.9742734640884 47.37006546468664, -114.9709462460476 47.30474041554794, -114.9082080834221 47.30288246367363, -114.9059190701357 47.29090013754845, -114.8405181798832 47.28896971182297, -114.8407009963384 47.26323491554514, -114.7994019872368 47.26028218890548, -114.7996458288504 47.23317028584736, -114.7810295810434 47.23103393906514, -114.7800910472609 47.21953608431674, -114.7167654786323 47.21758276120583, -114.7135225457637 47.17662690206144, -114.6889324633453 47.17437990185098, -114.6887034894909 47.16197029600855, -114.656789041153 47.15959736017822, -114.6576739059506 47.13480104587879, -114.6357465511591 47.13304996573783, -114.6334576414807 47.12244096469805, -114.5922962757119 47.11851157650293, -114.5919909427035 47.09048408885185, -114.5654248988089 47.0886376374743, -114.5650357468647 47.06336830049079, -114.4819273034609 47.06049561109204, -114.4815229729331 47.0191467665045, -114.4203418325168 47.01847569697767, -114.4195712992343 47.00422357686467, -114.4369055524775 47.00317060795913, -114.4423755928053 46.98214391819721, -114.5134295988611 47.00227760992737, -114.5343038293349 46.99530431998316, -114.5346851070652 46.98521066552767, -114.5533620692064 46.98370772673561, -114.5556961520072 46.95665772950463, -114.5683687151538 46.95550571127569, -114.5716392077713 46.8311542071329, -114.551138743442 46.82941478290082, -114.5523728192694 46.74270300592613, -114.672964334426 46.74204965338078, -114.6738872233885 46.73472166117857))",2021-10-09,47.9,2106,4397,0.09658213891951484
29059,Cass,Minnesota,27021,"POLYGON ((-94.73398274884524 46.36801682166771, -94.73846877144409 46.38298938055712, -94.75750473557864 46.381799027339, -94.78593240943434 46.39905650699573, -94.78105329778425 46.62694796769514, -94.79039962716686 46.62795881991662, -94.79187707837153 46.80292577161287, -94.66373574611585 46.80275440385042, -94.65602699422381 46.97538426811163, -94.66486994375522 46.97781040669045, -94.65983676689187 47.32021350506636, -94.66795497791162 47.32129304944412, -94.66850788242449 47.41287140149135, -94.41727631897415 47.41329163585924, -94.4161537254396 47.43404340158389, -94.30975527379103 47.41799533903179, -94.13365614481295 47.47602746730298, -94.10498343785072 47.47836180912392, -94.08149947528227 47.46855416477015, -94.04052211746151 47.41927614210276, -94.03953214226793 47.37604852041706, -94.0182232759032 47.34867832241833, -93.96354934448834 47.33205316286693, -93.9390210124849 47.30570091424309, -93.90945649898381 47.29376790556346, -93.87663998690725 47.32287286543071, -93.83243451217318 47.30172329648725, -93.78223888455528 47.30098959587674, -93.78420158419733 47.25953191100235, -93.80306307232706 47.24147007002532, -93.79219209825987 47.21835681716307, -93.77626188989748 47.20965140735633, -93.77523477120762 47.03039751598479, -93.77436731256729 46.80256158921564, -94.34439124734061 46.80199547467271, -94.3300521482454 46.30906056113706, -94.33894094435173 46.27755111677946, -94.35204109803982 46.29451890824767, -94.38456667863093 46.29794061685634, -94.40476243160033 46.32152684059864, -94.42979554216402 46.33026245216035, -94.46293152975177 46.32401395253187, -94.48424153580537 46.30947618494544, -94.54039613027534 46.30282278494474, -94.59094236763212 46.32617557968535, -94.61591429762524 46.32523683868676, -94.63128015278203 46.34484787946306, -94.65080442179227 46.350077549048, -94.67061853440316 46.35896546448565, -94.68385607240384 46.35111849941639, -94.70495974296836 46.35123262371525, -94.73398274884524 46.36801682166771))",2021-10-09,44.9,13364,29779,0.17511474755537815
29359,Aroostook,Maine,23003,"POLYGON ((-68.82021589593768 46.39750290385309, -68.81984285504971 46.57053595895322, -69.71721138640811 46.5717152261069, -70.01414473246754 46.57059827921266, -69.98497755594892 46.69136566908315, -69.23029605045068 47.45333450061265, -69.04697642265221 47.42203066648756, -69.03671450867664 47.25736163257429, -68.89487199226735 47.1822564988308, -68.5146730293485 47.29696431840462, -68.39125684713771 47.28509715265911, -68.33481375597214 47.35737409667372, -68.230806786 47.35214820878367, -67.7910107465827 47.06100360150273, -67.78028958979755 45.94706274025728, -67.75561506679482 45.91658020737338, -67.7945708237807 45.87847569436349, -67.75936712976296 45.82779860000309, -67.80305342441382 45.79450813276974, -67.80343278539459 45.67811362547597, -68.04426738173858 45.63578076315937, -68.25775037773398 45.60424634925477, -68.25727725144183 45.59460680900897, -68.40783253383144 45.57206308975624, -68.43416250671834 45.58459743972564, -68.43191338254225 45.75994468487537, -68.42249095302572 45.77101116738739, -68.43874006705485 46.09300948349478, -68.43625140100043 46.3810145069658, -68.69389381793886 46.38484702160719, -68.69425261271599 46.39679448361383, -68.82021589593768 46.39750290385309))",2021-10-09,60.5,40574,67055,0.0683108561210044
29659,Judith Basin,Montana,30045,"POLYGON ((-109.7597877467284 46.69719507403261, -109.8187417796853 46.6965383542247, -109.9684589245209 46.7535172027661, -110.0236814089094 46.74053117337689, -110.0602953642926 46.74902605156736, -110.1005330640383 46.74632467812701, -110.147697689113 46.71847280616963, -110.1965721065091 46.72316423178484, -110.2347723533839 46.7062644590204, -110.2883551881202 46.71162856008765, -110.3156154579472 46.69152921443565, -110.3470799363986 46.6808828108794, -110.3952920909546 46.69243107095815, -110.4499888161469 46.6820481945505, -110.5646565911982 46.73453102231345, -110.5670610238845 46.76522522650248, -110.5850214325523 46.77217986699249, -110.6293953222186 46.77095983005977, -110.6596627647308 46.79432940930915, -110.6587250080089 46.81782823963692, -110.6585958087346 46.83623058856514, -110.6454119397187 46.83733292672026, -110.6433010805239 46.92161991202116, -110.6554549816277 46.92332887547806, -110.6586088633525 47.09207727028061, -110.7743949840071 47.09516593071977, -110.7633642980864 47.23385793266682, -110.7774869599048 47.23454449160144, -110.7778687038714 47.25110805614995, -110.792700977422 47.25221800949886, -110.7910005616316 47.30666617890986, -110.7695835284326 47.30679594802865, -110.7669137554563 47.35852792804404, -110.6444494724701 47.36033697690512, -110.6411382100735 47.41993498587629, -110.2158471980897 47.41899753997869, -110.2128188893565 47.36615928470118, -110.1288623620232 47.36392461385211, -110.1279705554843 47.27600538832628, -110.0027373465903 47.27460605761308, -110.0001968246924 47.2323611067514, -109.8697530619041 47.23153628283553, -109.8685930658531 47.18878385960355, -109.757665646057 47.18840082053597, -109.7553347751067 46.89640134299629, -109.7766520855298 46.89688565896097, -109.7777503311658 46.87155488238668, -109.8003494289367 46.87152032909238, -109.8022943079892 46.83327620419621, -109.8315006483616 46.83296310058186, -109.8336440404932 46.80482837856917, -109.8016452033751 46.80342479992474, -109.8010423597682 46.79655801908561, -109.7862865489798 46.79488723520578, -109.7852334764662 46.78297722751965, -109.7566680556696 46.78280197445424, -109.7597877467284 46.69719507403261))",2021-10-09,34.0,682,2007,0.06327236777063772
29959,Hubbard,Minnesota,27057,"POLYGON ((-95.16521288673401 46.80501694527271, -95.17510258868624 47.15041752897835, -95.16886476068989 47.32510188963949, -95.18436805196329 47.32630747324521, -95.18528109815833 47.41375460855966, -94.66850788242449 47.41287140149135, -94.66795497791162 47.32129304944412, -94.65983676689187 47.32021350506636, -94.66486994375522 46.97781040669045, -94.65602699422381 46.97538426811163, -94.66373574611585 46.80275440385042, -94.79187707837153 46.80292577161287, -95.16521288673401 46.80501694527271))",2021-10-09,40.8,8766,21491,0.09740442278860573
30259,Benewah,Idaho,16009,"POLYGON ((-116.328613094294 47.41177092828165, -116.3286656753941 47.0166712586761, -116.4616549850721 47.01817222891466, -116.4615712697444 47.0287316534887, -116.8347223967063 47.02601251126283, -116.8373548707742 47.03703340622016, -116.9124765818103 47.07475280800089, -116.9617402547588 47.0619152489887, -116.9850197985876 47.11978139711753, -117.0409684201968 47.11931909786962, -117.0423919433964 47.2585012696378, -117.0417947464298 47.3614417498501, -116.8151642478543 47.35995041516287, -116.8157981738848 47.3737407022643, -116.7736675545382 47.37505367564376, -116.7743013251566 47.38563195688815, -116.7388541521535 47.38510624949598, -116.738929630639 47.36718080855478, -116.6326114752515 47.36832060103042, -116.6324599484362 47.39543965304597, -116.590985479053 47.39624199400872, -116.5902306423944 47.4100323329142, -116.5219838972357 47.41027467221067, -116.5206866722842 47.40475091109387, -116.328613094294 47.41177092828165))",2021-10-09,41.9,3897,9298,0.1759706190975866
30558,Wibaux,Montana,30109,"POLYGON ((-104.606618896368 46.68793204554541, -104.6085572999155 46.82599892814861, -104.6005994742019 46.82557548193027, -104.598890562549 46.85632226721932, -104.4913950049533 46.85445732179969, -104.4908228293378 46.86638981243893, -104.4722520654773 46.86691251519682, -104.4596859078277 46.87384016578228, -104.4597622151778 46.88439554964125, -104.4405200191623 46.88537604469562, -104.4392764113916 46.89777010932622, -104.4173790511389 46.89875443787952, -104.4154869085986 46.91436434186608, -104.4015397588658 46.91441018844097, -104.3772391574197 46.96083556987288, -104.3566464819001 46.96134687574209, -104.3554257715149 46.98109188176438, -104.336236985464 46.99904032369908, -104.3344363806613 47.03761096945581, -104.3158121550322 47.03857234881963, -104.3176204268327 47.13637801264321, -104.3296144088668 47.13727059624266, -104.3366872143707 47.2167197577129, -104.3460336991654 47.21853170760019, -104.3548765450888 47.25021293415256, -104.3775827218092 47.25244444495523, -104.3790553034341 47.27633600170594, -104.4441219540241 47.32071610785695, -104.4283360717156 47.35845514336864, -104.1275033838039 47.35859703463265, -104.1282512269172 47.39950601112136, -104.0473076743214 47.40001726518653, -104.045926526826 47.33383200997303, -104.0474374952442 46.64294748986229, -104.3562339145301 46.64111896268238, -104.3577216229345 46.6713775467038, -104.4278540869327 46.67209037028641, -104.4279532398642 46.68814666968078, -104.606618896368 46.68793204554541))",2021-10-09,23.9,232,969,0.07150480256136604
30858,Golden Valley,North Dakota,38033,"POLYGON ((-104.046705555971 46.54253950192177, -104.0474374952442 46.64294748986229, -104.045926526826 47.33383200997303, -103.6743853658017 47.33207735535335, -103.673451805207 46.9834545603949, -103.6049980511067 46.98235595213062, -103.6070980314532 46.63184401926611, -103.7975124296684 46.63088232907805, -103.7984589930769 46.53781404105266, -104.046705555971 46.54253950192177))",2021-10-09,25.6,451,1761,0.06682027649769584
31158,Billings,North Dakota,38007,"POLYGON ((-103.6070980314532 46.63184401926611, -103.6049980511067 46.98235595213062, -103.673451805207 46.9834545603949, -103.6743853658017 47.33207735535335, -103.115080671064 47.33100143725834, -103.0349110190134 47.32954465586541, -103.040648679009 46.98416707315327, -103.2261014935433 46.98396135931268, -103.2302293430135 46.63207610136278, -103.6070980314532 46.63184401926611))",2021-10-09,19.2,178,928,0.035978835978836
31458,Stutsman,North Dakota,38093,"POLYGON ((-99.03877021083322 46.63519009397721, -99.4517194284622 46.63713637173875, -99.45509228586168 46.98174673662687, -99.48771525804692 46.98144508170525, -99.48503512426275 47.32990686970913, -99.26894742116458 47.3300347738825, -98.50495315530129 47.32750570067732, -98.4708188520696 47.32752450554364, -98.46847596258213 47.2445767582702, -98.46354359637952 46.98722081766984, -98.44511845367394 46.98464170176257, -98.43976248584089 46.63191882429905, -99.03877021083322 46.63519009397721))",2021-10-09,46.1,9546,20704,0.08664845088686146
31758,Kidder,North Dakota,38043,"POLYGON ((-100.0884903814526 46.6357017624747, -100.0842434344958 46.9854785442156, -100.1201635265749 46.98557821518746, -100.1152936360438 47.32653453035005, -100.0383273903796 47.32756817634888, -99.48503512426275 47.32990686970913, -99.48771525804692 46.98144508170525, -99.45509228586168 46.98174673662687, -99.4517194284622 46.63713637173875, -99.91582819147082 46.63479104746145, -100.0884903814526 46.6357017624747))",2021-10-09,28.7,713,2480,0.04845446950710108
32058,Burleigh,North Dakota,38015,"POLYGON ((-100.0884903814526 46.6357017624747, -100.6496014830453 46.63544636856029, -100.648342593083 46.66019222572532, -100.7201222701231 46.65412711239644, -100.7451320688691 46.68363381258951, -100.7808159345283 46.68493860093074, -100.7980435232543 46.71195430388762, -100.7836997617955 46.7207966835746, -100.7842413730278 46.73687556953017, -100.8359550144133 46.75000970666813, -100.8191707128527 46.80929310970781, -100.9017323646203 46.90116151257183, -100.902198445563 46.94754762654184, -100.9304285388124 46.98354651256489, -100.8905261148098 47.01158809091469, -100.8750843149312 47.04247205330016, -100.9252731044159 47.0936808643213, -100.9534357488059 47.16139200751634, -100.7555517261447 47.15779546027458, -100.7518992305404 47.32550725624806, -100.678333868261 47.32605290819542, -100.1152936360438 47.32653453035005, -100.1201635265749 46.98557821518746, -100.0842434344958 46.9854785442156, -100.0884903814526 46.6357017624747))",2021-10-09,41.4,39610,95626,0.1351845456946109
